usuario,pelicula1,pelicula2,pelicula3,pelicula4,pelicula5,pelicula6
User21891,5,3,4,2,5,1
User21892,5,5,2,2,3,2
User21893,4,5,2,1,3,4
User21894,4,3,2,3,4,2
User21895,1,3,2,5,1,2
User21896,4,4,1,3,2,1
User21897,3,4,1,3,3,5
User21898,5,3,2,2,1,1
User21899,4,3,3,5,2,3
User21900,3,2,3,5,4,4
User21901,2,2,4,3,5,4
User21902,3,5,1,1,3,5
User21903,4,5,4,5,2,1
User21904,4,3,4,4,5,5
User21905,3,2,5,2,3,3
User21906,3,4,5,2,2,2
User21907,1,5,1,3,2,2
User21908,1,4,3,1,1,4
User21909,2,3,5,1,4,4
User21910,3,3,1,1,2,4
User21911,3,4,3,1,1,2
User21912,3,1,4,1,3,3
User21913,5,3,4,2,5,3
User21914,3,2,3,2,5,3
User21915,5,5,3,5,2,3
User21916,4,1,3,3,3,2
User21917,5,3,2,2,4,5
User21918,4,2,5,1,4,4
User21919,5,3,2,3,4,1
User21920,3,5,3,5,4,4
User21921,5,5,5,5,1,5
User21922,3,4,4,4,2,3
User21923,5,5,3,5,1,3
User21924,5,2,5,3,3,4
User21925,5,5,1,1,5,1
User21926,2,4,3,5,5,3
User21927,5,2,4,2,1,1
User21928,5,5,3,4,3,3
User21929,5,2,2,1,2,4
User21930,5,1,4,1,4,2
User21931,4,4,2,3,1,3
User21932,3,4,3,4,3,1
User21933,4,5,2,2,2,2
User21934,2,1,4,4,1,5
User21935,1,5,4,4,4,3
User21936,3,4,5,1,3,2
User21937,3,5,3,2,1,5
User21938,2,3,1,3,4,3
User21939,4,4,5,1,2,2
User21940,3,4,3,5,3,5
User21941,1,1,3,5,4,4
User21942,4,4,3,5,4,3
User21943,1,3,1,2,2,2
User21944,3,2,1,3,2,3
User21945,4,3,2,2,1,1
User21946,2,2,5,2,2,3
User21947,5,4,1,4,3,1
User21948,4,5,3,4,3,2
User21949,3,3,2,3,4,1
User21950,3,5,3,2,4,3
User21951,3,1,1,2,1,5
User21952,3,3,5,5,5,5
User21953,5,2,3,4,4,1
User21954,4,3,2,1,3,5
User21955,3,1,4,1,1,1
User21956,4,4,5,4,5,5
User21957,1,4,5,3,5,4
User21958,4,2,1,3,5,3
User21959,5,5,4,3,5,1
User21960,2,4,2,2,2,4
User21961,1,5,5,1,5,3
User21962,2,3,1,5,3,5
User21963,4,3,4,2,3,3
User21964,2,4,3,3,5,3
User21965,1,2,5,1,1,3
User21966,4,2,2,3,4,4
User21967,5,2,5,1,1,5
User21968,3,5,1,4,3,3
User21969,1,1,1,2,3,4
User21970,4,4,5,2,1,2
User21971,3,5,2,5,5,2
User21972,4,4,4,5,2,5
User21973,4,4,3,4,2,3
User21974,3,1,4,1,4,3
User21975,2,1,3,4,1,2
User21976,4,1,1,5,1,1
User21977,3,2,1,1,2,4
User21978,4,4,2,3,1,1
User21979,4,1,3,1,5,2
User21980,3,4,4,1,5,5
User21981,5,2,4,5,1,2
User21982,1,4,1,1,4,4
User21983,1,2,5,1,4,2
User21984,5,1,1,4,1,5
User21985,5,3,3,3,2,2
User21986,3,3,3,4,4,2
User21987,4,2,1,3,4,3
User21988,5,3,4,5,5,5
User21989,4,3,4,1,4,1
User21990,2,3,4,4,1,1
User21991,2,5,1,2,3,3
User21992,5,2,5,5,2,2
User21993,3,4,3,4,5,5
User21994,4,5,5,3,2,5
User21995,5,1,5,3,1,1
User21996,3,4,3,4,5,5
User21997,1,4,4,5,3,5
User21998,5,3,3,2,1,4
User21999,5,5,5,3,3,1
User22000,5,5,4,1,2,3
User22001,1,5,1,3,2,3
User22002,3,1,2,5,4,4
User22003,2,1,3,5,2,1
User22004,2,4,1,5,1,2
User22005,1,3,5,4,4,4
User22006,4,3,3,4,2,4
User22007,1,2,1,4,4,3
User22008,3,5,2,2,2,4
User22009,5,5,2,3,5,1
User22010,2,3,2,1,3,5
User22011,2,2,2,1,5,5
User22012,2,4,5,5,3,3
User22013,4,3,3,2,4,3
User22014,5,2,4,4,4,1
User22015,5,5,1,1,2,2
User22016,5,4,1,4,5,3
User22017,4,3,1,1,3,1
User22018,5,5,2,3,4,3
User22019,5,3,3,2,1,1
User22020,5,2,1,2,5,4
User22021,2,2,5,3,4,3
User22022,1,4,5,2,2,3
User22023,1,2,1,4,5,3
User22024,3,4,4,1,5,1
User22025,3,1,3,1,2,4
User22026,5,2,2,3,3,1
User22027,4,5,1,1,5,2
User22028,4,1,2,5,2,2
User22029,4,3,4,4,1,4
User22030,1,4,3,1,4,4
User22031,4,2,1,1,5,1
User22032,5,2,1,4,5,4
User22033,1,3,2,5,3,2
User22034,5,5,2,3,3,5
User22035,4,3,1,3,3,4
User22036,2,4,5,1,1,5
User22037,1,4,3,5,3,5
User22038,3,3,1,5,5,5
User22039,4,5,4,2,1,3
User22040,1,5,5,2,2,2
User22041,2,4,2,5,5,3
User22042,3,5,2,2,2,4
User22043,3,1,4,5,4,3
User22044,1,3,4,2,5,3
User22045,5,2,2,5,4,2
User22046,2,3,2,1,5,2
User22047,5,1,4,4,4,1
User22048,2,2,4,5,2,1
User22049,5,1,4,2,5,1
User22050,4,5,4,4,4,3
User22051,5,4,5,2,1,1
User22052,5,3,3,3,5,4
User22053,5,4,4,1,1,5
User22054,1,2,3,3,1,2
User22055,2,3,1,1,5,4
User22056,2,4,3,4,2,5
User22057,5,2,2,1,3,2
User22058,3,1,3,4,3,2
User22059,1,1,5,3,1,4
User22060,4,2,4,1,5,3
User22061,2,5,1,2,1,4
User22062,4,2,1,5,3,2
User22063,5,2,1,3,3,5
User22064,2,5,1,2,3,2
User22065,1,2,4,5,1,3
User22066,3,2,5,4,5,3
User22067,4,2,4,2,2,1
User22068,5,1,4,5,1,4
User22069,3,4,1,3,1,2
User22070,5,4,3,3,5,1
User22071,3,5,3,3,1,2
User22072,2,1,1,4,1,4
User22073,1,3,2,1,3,5
User22074,3,2,1,5,5,2
User22075,4,3,1,2,1,2
User22076,3,5,2,4,4,2
User22077,3,1,4,3,3,5
User22078,5,1,1,1,1,1
User22079,1,1,4,2,5,3
User22080,1,3,1,1,4,2
User22081,1,1,2,4,4,1
User22082,5,5,3,3,1,1
User22083,3,1,1,4,1,5
User22084,2,4,5,2,2,1
User22085,4,4,4,5,2,3
User22086,1,3,4,3,2,3
User22087,3,2,4,2,3,5
User22088,2,5,5,1,2,5
User22089,3,2,2,4,4,5
User22090,4,3,2,2,5,3
User22091,5,5,5,2,1,1
User22092,3,1,4,1,5,3
User22093,3,5,1,2,4,4
User22094,4,3,3,4,5,1
User22095,5,4,1,4,2,5
User22096,4,4,2,1,5,1
User22097,5,2,1,5,4,3
User22098,1,4,5,3,5,2
User22099,1,4,4,4,5,3
User22100,5,1,5,2,3,1
User22101,5,3,2,5,5,5
User22102,1,3,4,5,5,2
User22103,3,5,4,3,2,2
User22104,4,5,1,4,4,4
User22105,4,4,2,5,1,5
User22106,5,3,3,2,1,3
User22107,1,4,5,5,5,3
User22108,4,3,5,1,1,5
User22109,2,2,4,3,4,3
User22110,2,4,5,1,5,4
User22111,3,1,3,5,1,1
User22112,4,2,5,1,2,2
User22113,3,3,5,1,5,5
User22114,4,2,4,5,4,4
User22115,1,1,1,5,4,3
User22116,5,4,2,2,3,5
User22117,1,2,1,3,2,2
User22118,3,1,1,3,1,2
User22119,3,1,1,1,1,5
User22120,3,1,2,4,4,4
User22121,2,5,1,5,3,1
User22122,4,1,4,5,5,5
User22123,3,4,1,3,4,4
User22124,3,4,2,1,5,3
User22125,3,4,3,3,4,4
User22126,1,4,2,4,2,5
User22127,1,4,1,5,2,2
User22128,3,4,4,2,2,3
User22129,3,1,3,2,2,1
User22130,3,4,1,2,2,1
User22131,1,5,3,2,5,5
User22132,3,4,1,5,4,5
User22133,4,3,1,3,1,1
User22134,5,4,5,2,5,2
User22135,2,2,5,1,3,1
User22136,4,1,5,3,2,1
User22137,4,1,5,1,2,4
User22138,1,2,1,3,5,5
User22139,2,1,3,4,5,1
User22140,3,4,2,2,1,5
User22141,4,3,3,4,4,2
User22142,2,2,5,4,1,5
User22143,5,4,3,5,3,4
User22144,2,1,5,1,5,5
User22145,2,5,5,5,2,2
User22146,3,5,4,1,2,5
User22147,2,5,3,2,5,2
User22148,5,3,1,3,5,1
User22149,5,4,5,1,1,2
User22150,2,3,2,5,3,3
User22151,2,4,4,3,4,4
User22152,2,1,5,5,1,1
User22153,5,4,2,1,4,1
User22154,5,1,3,2,3,3
User22155,5,2,5,5,3,2
User22156,2,4,2,3,3,2
User22157,3,5,4,3,2,5
User22158,3,2,1,2,5,4
User22159,2,1,2,5,1,5
User22160,2,2,5,5,3,3
User22161,4,5,2,2,5,3
User22162,5,3,3,1,2,5
User22163,2,4,5,4,5,1
User22164,5,1,1,5,4,1
User22165,5,1,4,5,3,2
User22166,1,1,1,1,2,1
User22167,5,4,1,4,4,1
User22168,3,1,4,2,5,3
User22169,5,5,5,1,2,1
User22170,5,1,3,2,2,4
User22171,1,4,3,1,3,2
User22172,3,5,4,3,4,2
User22173,4,1,3,2,1,5
User22174,1,4,2,2,1,2
User22175,1,3,3,2,2,1
User22176,5,2,4,3,3,4
User22177,3,2,4,5,4,3
User22178,5,2,2,3,1,4
User22179,5,4,1,1,2,1
User22180,4,2,5,2,3,3
User22181,3,3,3,2,5,5
User22182,3,3,3,4,2,1
User22183,5,1,3,1,3,3
User22184,5,3,1,4,3,2
User22185,2,1,5,4,2,5
User22186,3,1,3,5,4,5
User22187,5,1,1,5,3,3
User22188,1,2,1,2,4,3
User22189,1,4,5,1,5,5
User22190,1,2,2,2,4,2
User22191,4,1,5,3,2,3
User22192,2,1,2,1,4,5
User22193,1,1,5,4,3,1
User22194,5,2,4,2,1,3
User22195,3,1,2,4,3,3
User22196,5,2,3,3,2,1
User22197,5,5,3,1,1,4
User22198,4,2,2,3,5,4
User22199,4,5,1,5,3,3
User22200,2,5,1,3,3,3
User22201,5,4,2,4,2,1
User22202,5,1,2,2,3,1
User22203,4,5,3,1,1,3
User22204,4,4,1,2,5,1
User22205,4,1,5,3,2,5
User22206,2,4,3,1,5,5
User22207,5,4,2,4,4,4
User22208,3,3,2,1,3,4
User22209,5,5,3,5,3,3
User22210,2,3,5,2,4,5
User22211,5,4,4,4,4,2
User22212,5,3,5,1,1,4
User22213,4,1,1,2,5,4
User22214,5,2,4,5,2,3
User22215,4,2,3,1,3,2
User22216,1,4,4,4,2,3
User22217,4,3,1,3,2,1
User22218,3,5,1,2,2,3
User22219,3,3,3,4,1,4
User22220,5,2,2,4,5,2
User22221,1,2,2,1,1,5
User22222,1,3,4,1,5,5
User22223,3,2,2,3,4,2
User22224,3,4,5,1,5,1
User22225,2,5,5,1,4,1
User22226,4,2,1,2,1,5
User22227,3,5,3,5,4,5
User22228,1,1,1,4,2,3
User22229,2,1,4,1,3,4
User22230,3,4,2,1,2,3
User22231,5,3,5,4,1,4
User22232,4,5,4,3,2,1
User22233,5,1,4,1,3,1
User22234,4,2,2,1,3,4
User22235,5,3,2,2,2,1
User22236,2,1,4,2,2,2
User22237,1,1,2,1,4,3
User22238,5,1,2,1,4,5
User22239,4,4,3,4,2,2
User22240,3,1,3,3,5,4
User22241,2,5,1,2,4,2
User22242,5,5,4,3,1,4
User22243,3,4,5,3,5,4
User22244,5,2,3,5,2,3
User22245,2,2,3,1,1,3
User22246,5,3,2,3,3,3
User22247,4,1,3,3,4,5
User22248,2,1,3,5,4,1
User22249,3,3,1,1,2,2
User22250,5,1,3,1,3,3
User22251,5,3,1,2,5,4
User22252,5,3,4,2,2,1
User22253,1,3,1,2,1,3
User22254,1,3,4,1,3,5
User22255,1,2,2,5,4,2
User22256,1,2,1,1,4,1
User22257,2,1,4,3,2,2
User22258,2,4,4,5,4,2
User22259,4,4,5,2,3,4
User22260,1,1,3,5,2,4
User22261,5,5,3,4,4,4
User22262,2,2,3,1,1,3
User22263,1,1,4,1,3,2
User22264,5,1,2,1,2,3
User22265,3,5,5,3,5,1
User22266,4,2,2,2,4,3
User22267,2,5,3,5,4,1
User22268,3,5,3,1,4,4
User22269,2,3,2,4,3,1
User22270,3,1,2,2,2,4
User22271,4,4,5,1,1,1
User22272,2,2,4,4,5,1
User22273,2,4,5,5,4,4
User22274,2,2,4,5,5,3
User22275,4,4,5,5,4,1
User22276,1,3,1,2,5,2
User22277,3,4,1,1,5,4
User22278,1,4,5,1,2,5
User22279,1,3,1,5,3,5
User22280,4,2,3,1,1,5
User22281,5,3,1,2,3,3
User22282,2,1,4,1,5,1
User22283,4,3,3,1,1,4
User22284,4,3,3,2,1,2
User22285,1,4,5,5,4,5
User22286,1,2,4,3,2,3
User22287,1,2,3,5,1,4
User22288,1,5,1,4,4,4
User22289,3,3,5,4,2,5
User22290,3,1,4,1,3,2
User22291,4,1,2,3,4,3
User22292,4,1,2,2,1,2
User22293,3,2,5,2,3,2
User22294,1,5,4,1,4,5
User22295,4,3,5,1,5,1
User22296,5,3,3,2,2,2
User22297,1,5,2,4,1,1
User22298,1,4,3,1,2,1
User22299,5,5,3,1,4,4
User22300,3,5,4,4,1,4
User22301,2,1,4,5,4,2
User22302,3,2,4,1,5,1
User22303,2,5,4,4,3,2
User22304,2,4,5,3,3,1
User22305,1,2,1,4,3,1
User22306,3,4,1,5,2,3
User22307,2,5,1,1,1,4
User22308,4,3,5,3,5,5
User22309,4,2,1,5,4,4
User22310,3,1,1,1,2,5
User22311,2,5,5,1,4,5
User22312,5,3,3,2,2,3
User22313,5,4,3,3,3,5
User22314,2,2,2,1,5,2
User22315,3,1,2,1,5,1
User22316,5,1,2,5,2,2
User22317,3,1,2,2,4,5
User22318,2,1,3,4,3,2
User22319,5,2,5,5,1,1
User22320,4,4,3,5,1,4
User22321,4,3,4,1,4,1
User22322,4,4,5,5,2,2
User22323,2,3,3,5,3,1
User22324,5,1,1,4,1,2
User22325,1,1,5,1,3,4
User22326,3,5,5,4,3,4
User22327,2,4,2,5,2,2
User22328,3,5,2,3,1,1
User22329,1,5,2,1,5,4
User22330,3,3,1,5,4,1
User22331,3,2,2,2,5,4
User22332,3,3,1,1,4,2
User22333,2,4,4,2,3,1
User22334,5,1,5,1,1,1
User22335,3,2,3,1,1,4
User22336,3,2,5,4,5,1
User22337,1,2,4,5,1,3
User22338,1,4,2,5,4,3
User22339,5,1,4,5,2,2
User22340,5,5,2,5,3,4
User22341,5,4,4,1,2,4
User22342,2,2,1,2,1,1
User22343,3,5,3,5,4,3
User22344,1,5,2,1,2,2
User22345,4,1,1,5,2,1
User22346,4,5,3,1,5,2
User22347,4,2,4,1,3,4
User22348,3,2,4,2,2,5
User22349,1,2,1,3,3,5
User22350,2,5,2,5,4,1
User22351,2,2,5,3,3,4
User22352,2,5,4,3,2,4
User22353,1,5,4,1,4,3
User22354,3,3,1,3,5,5
User22355,3,1,5,5,1,3
User22356,5,2,2,1,3,2
User22357,1,5,3,5,5,4
User22358,2,2,3,2,3,3
User22359,1,2,5,1,2,2
User22360,1,2,3,2,3,2
User22361,4,4,1,5,2,1
User22362,4,3,2,4,1,3
User22363,4,2,1,2,2,3
User22364,4,4,4,3,4,4
User22365,1,3,1,4,1,5
User22366,3,3,2,2,3,4
User22367,5,5,5,4,2,2
User22368,4,3,2,4,5,5
User22369,5,3,3,1,1,4
User22370,1,3,2,1,4,1
User22371,5,2,3,2,2,3
User22372,4,3,2,5,5,4
User22373,5,5,4,1,2,1
User22374,4,2,1,1,1,5
User22375,4,2,1,1,2,3
User22376,1,4,1,3,3,5
User22377,4,4,4,4,1,1
User22378,4,2,3,1,2,4
User22379,1,5,2,3,1,3
User22380,3,3,5,4,3,1
User22381,3,2,3,3,2,3
User22382,1,2,3,3,3,1
User22383,5,1,4,2,1,4
User22384,1,4,1,3,4,3
User22385,2,4,3,2,5,2
User22386,3,2,2,5,3,1
User22387,1,5,2,1,2,4
User22388,5,3,4,2,4,5
User22389,3,1,4,5,5,2
User22390,5,3,4,3,3,5
User22391,4,2,1,4,3,4
User22392,2,3,2,4,2,2
User22393,1,3,3,5,2,5
User22394,3,1,3,4,2,2
User22395,2,5,1,4,2,1
User22396,5,5,3,3,4,4
User22397,1,3,4,1,1,2
User22398,3,5,3,1,4,3
User22399,2,3,3,1,4,1
User22400,3,1,1,2,4,3
User22401,1,2,3,2,2,2
User22402,5,2,2,1,3,5
User22403,2,4,4,3,1,1
User22404,1,3,3,3,4,5
User22405,1,5,1,3,5,5
User22406,5,1,2,2,3,4
User22407,4,3,5,2,4,4
User22408,3,2,2,3,2,1
User22409,4,1,3,2,2,2
User22410,4,4,3,5,4,2
User22411,5,2,5,5,1,4
User22412,2,4,3,5,3,2
User22413,1,1,5,1,1,1
User22414,2,1,3,3,2,1
User22415,2,2,1,5,3,5
User22416,5,4,3,5,2,4
User22417,2,4,1,5,3,2
User22418,5,2,3,2,1,4
User22419,4,4,2,3,2,3
User22420,2,4,4,5,5,1
User22421,4,3,3,2,4,4
User22422,4,3,1,3,3,4
User22423,5,4,4,1,2,3
User22424,2,5,2,2,2,5
User22425,2,1,2,2,3,5
User22426,4,4,2,2,2,2
User22427,2,3,2,1,2,1
User22428,2,1,2,3,2,3
User22429,5,4,2,1,1,4
User22430,4,5,3,1,1,4
User22431,5,2,5,4,3,4
User22432,5,5,2,1,1,3
User22433,3,5,1,5,3,5
User22434,5,1,5,4,5,2
User22435,4,1,4,5,2,1
User22436,4,1,2,3,3,1
User22437,5,5,4,4,5,5
User22438,3,2,5,1,4,4
User22439,3,4,1,1,3,4
User22440,1,2,2,1,4,1
User22441,1,1,4,5,1,4
User22442,3,4,2,4,3,3
User22443,3,2,3,3,4,3
User22444,5,3,3,1,1,4
User22445,4,2,3,5,4,2
User22446,3,1,4,4,1,2
User22447,3,3,1,2,3,5
User22448,3,4,1,2,1,2
User22449,2,4,1,1,4,3
User22450,2,2,3,3,2,1
User22451,5,2,1,4,4,1
User22452,2,4,4,2,3,5
User22453,1,2,1,1,1,5
User22454,2,4,1,5,1,1
User22455,1,5,1,2,5,5
User22456,2,3,4,2,4,1
User22457,1,3,5,5,5,4
User22458,5,2,3,1,4,4
User22459,2,3,4,1,1,2
User22460,2,1,3,4,2,3
User22461,4,5,5,2,4,3
User22462,2,2,1,5,4,2
User22463,1,3,1,1,5,4
User22464,1,4,5,4,1,1
User22465,1,1,1,4,2,3
User22466,2,2,4,1,2,2
User22467,1,3,1,5,4,1
User22468,2,3,3,1,5,5
User22469,4,3,5,1,1,3
User22470,5,4,5,1,5,2
User22471,4,1,1,2,1,2
User22472,3,1,3,4,4,4
User22473,4,2,4,4,1,5
User22474,3,2,5,4,3,4
User22475,1,2,2,1,3,2
User22476,3,3,1,2,1,1
User22477,3,4,5,2,4,5
User22478,4,3,3,3,4,1
User22479,4,3,3,4,4,5
User22480,2,4,5,3,5,5
User22481,1,5,2,2,2,5
User22482,3,3,3,1,5,2
User22483,5,2,4,2,2,4
User22484,2,2,5,5,4,4
User22485,5,5,5,5,4,3
User22486,1,1,2,2,2,4
User22487,3,5,4,4,4,5
User22488,3,2,4,5,5,4
User22489,3,4,3,2,2,2
User22490,5,5,5,4,5,4
User22491,4,5,3,3,3,4
User22492,4,1,2,4,3,4
User22493,2,2,2,3,4,5
User22494,3,1,4,3,4,5
User22495,3,2,5,2,3,3
User22496,3,1,1,3,3,3
User22497,3,3,1,5,5,5
User22498,5,2,5,2,3,1
User22499,2,3,5,4,2,4
User22500,5,5,5,2,1,1
User22501,2,1,3,4,2,4
User22502,1,5,4,5,4,3
User22503,3,1,1,2,3,1
User22504,5,1,3,5,5,3
User22505,3,5,1,1,4,5
User22506,2,1,2,2,1,1
User22507,5,4,3,1,2,1
User22508,4,4,4,1,1,3
User22509,3,1,2,1,4,1
User22510,4,2,4,4,3,3
User22511,2,3,4,4,2,2
User22512,1,3,1,5,2,5
User22513,2,1,1,3,3,4
User22514,5,3,3,1,2,1
User22515,2,1,3,4,2,5
User22516,3,3,4,4,4,5
User22517,2,4,1,2,1,1
User22518,5,5,5,2,2,2
User22519,3,3,1,4,5,4
User22520,5,4,4,1,1,4
User22521,2,4,5,3,2,1
User22522,1,2,2,5,4,1
User22523,4,5,2,5,2,1
User22524,1,4,4,4,5,5
User22525,2,4,5,3,5,5
User22526,4,4,2,1,1,4
User22527,4,4,5,1,1,1
User22528,5,3,1,4,5,4
User22529,4,5,4,2,4,3
User22530,3,1,3,1,3,5
User22531,4,3,2,5,5,4
User22532,2,5,3,3,4,1
User22533,3,3,4,5,4,1
User22534,4,1,1,3,2,3
User22535,5,3,1,2,2,2
User22536,1,5,5,5,4,4
User22537,2,1,4,4,3,3
User22538,1,4,4,3,5,4
User22539,5,3,2,1,1,5
User22540,3,2,4,2,5,2
User22541,5,3,2,3,3,1
User22542,2,1,4,3,4,4
User22543,5,5,4,3,4,4
User22544,3,5,1,2,4,3
User22545,2,3,1,1,5,5
User22546,1,3,5,5,1,2
User22547,1,4,5,1,4,5
User22548,4,4,2,2,1,5
User22549,2,3,1,2,4,5
User22550,4,5,2,5,4,2
User22551,1,2,4,4,4,4
User22552,1,1,4,1,1,3
User22553,1,4,4,1,4,4
User22554,5,1,2,3,2,1
User22555,5,4,4,4,4,1
User22556,4,5,4,3,4,5
User22557,3,3,1,3,4,4
User22558,2,1,2,2,3,3
User22559,4,4,5,3,5,2
User22560,2,1,5,1,5,2
User22561,4,4,1,3,5,2
User22562,5,4,5,1,2,1
User22563,4,4,4,5,4,4
User22564,5,1,3,1,4,3
User22565,5,4,1,1,2,1
User22566,5,5,4,3,3,5
User22567,1,5,3,4,1,4
User22568,1,1,1,3,3,1
User22569,4,2,1,2,2,1
User22570,1,3,2,1,2,3
User22571,4,3,5,5,2,3
User22572,4,5,4,4,2,3
User22573,5,1,4,1,2,3
User22574,2,3,5,4,3,5
User22575,5,2,4,1,5,1
User22576,5,3,5,1,1,1
User22577,2,5,5,2,2,4
User22578,5,1,5,2,5,2
User22579,5,3,4,2,3,4
User22580,3,2,1,3,1,2
User22581,1,3,4,4,2,3
User22582,5,2,3,1,2,2
User22583,3,5,3,2,3,5
User22584,5,4,3,3,2,3
User22585,5,3,2,4,1,4
User22586,3,4,3,2,5,5
User22587,4,2,5,5,5,3
User22588,2,1,1,3,3,5
User22589,5,1,2,3,2,1
User22590,1,1,4,4,3,2
User22591,1,3,2,5,4,2
User22592,1,4,4,5,2,5
User22593,3,3,4,1,2,3
User22594,3,4,5,5,2,4
User22595,2,5,3,1,2,5
User22596,1,5,5,2,3,1
User22597,2,5,3,1,1,1
User22598,5,1,4,4,3,1
User22599,1,4,3,5,4,3
User22600,3,5,5,2,2,4
User22601,3,5,5,3,5,1
User22602,2,5,1,2,2,4
User22603,3,2,4,4,4,2
User22604,3,3,4,1,4,3
User22605,3,1,4,2,3,2
User22606,1,3,3,5,3,4
User22607,4,4,4,5,1,5
User22608,4,2,4,5,5,1
User22609,4,2,4,2,5,1
User22610,5,3,1,5,5,1
User22611,3,4,4,1,3,5
User22612,5,1,3,2,3,4
User22613,2,4,3,3,5,1
User22614,1,4,2,2,3,5
User22615,4,5,4,4,2,2
User22616,4,4,4,4,2,3
User22617,3,5,1,4,2,5
User22618,2,4,4,5,1,5
User22619,5,5,4,4,4,3
User22620,1,1,2,1,3,4
User22621,4,1,1,5,4,3
User22622,1,4,4,2,5,3
User22623,4,5,2,5,2,4
User22624,4,4,5,3,5,1
User22625,1,3,3,2,5,1
User22626,2,1,2,1,1,5
User22627,3,4,1,4,1,3
User22628,1,4,1,1,4,1
User22629,1,4,5,3,4,2
User22630,4,5,2,4,4,2
User22631,2,4,5,1,2,1
User22632,4,2,1,2,2,1
User22633,3,5,1,3,5,2
User22634,4,3,3,4,2,1
User22635,3,3,5,1,2,5
User22636,2,5,5,4,1,1
User22637,1,2,3,1,4,3
User22638,2,3,4,4,1,3
User22639,4,2,1,2,5,5
User22640,4,4,4,2,3,4
User22641,5,3,1,3,1,5
User22642,4,5,2,2,3,3
User22643,4,5,1,5,4,1
User22644,1,5,2,2,3,4
User22645,5,5,4,2,1,2
User22646,5,3,5,2,5,1
User22647,5,5,1,2,3,3
User22648,5,5,4,4,4,1
User22649,3,3,3,4,1,5
User22650,4,1,1,4,1,2
User22651,3,4,2,4,2,3
User22652,1,3,3,2,4,3
User22653,3,2,2,3,5,1
User22654,5,4,3,4,5,2
User22655,4,5,2,2,5,1
User22656,2,1,5,5,1,5
User22657,3,5,4,1,2,2
User22658,4,5,2,2,4,3
User22659,2,3,4,1,5,5
User22660,5,3,4,3,5,4
User22661,2,5,5,5,1,4
User22662,2,5,5,3,2,5
User22663,1,5,4,4,3,5
User22664,3,3,2,4,3,1
User22665,2,1,1,4,3,3
User22666,3,5,5,2,2,2
User22667,5,4,1,4,4,2
User22668,1,5,3,2,3,2
User22669,1,4,4,4,4,2
User22670,2,5,1,4,4,4
User22671,4,5,2,5,1,1
User22672,4,3,2,3,2,4
User22673,4,4,2,4,2,5
User22674,3,1,5,2,1,5
User22675,3,2,2,2,1,2
User22676,5,4,3,1,3,2
User22677,1,5,4,3,5,4
User22678,3,4,4,1,4,1
User22679,2,3,3,3,5,4
User22680,2,3,1,1,4,3
User22681,3,2,4,4,5,1
User22682,2,5,2,5,5,4
User22683,2,4,5,2,1,3
User22684,2,4,3,4,2,1
User22685,2,1,2,5,2,1
User22686,1,4,5,3,1,2
User22687,4,2,2,2,4,2
User22688,3,4,4,4,5,3
User22689,5,2,2,3,4,3
User22690,5,2,1,3,2,4
User22691,4,1,5,2,3,2
User22692,3,4,2,4,1,1
User22693,1,5,5,1,2,2
User22694,4,4,5,3,1,2
User22695,5,1,5,4,3,1
User22696,4,1,2,3,5,5
User22697,2,3,4,5,4,2
User22698,5,1,5,5,2,1
User22699,5,3,2,1,3,4
User22700,3,4,5,5,2,4
User22701,1,5,2,4,4,1
User22702,1,3,4,4,2,4
User22703,2,1,3,5,2,1
User22704,3,1,5,1,1,4
User22705,1,2,3,3,2,2
User22706,4,3,5,2,4,3
User22707,2,4,3,1,1,3
User22708,1,2,2,1,2,4
User22709,5,5,1,5,1,2
User22710,5,4,5,5,4,2
User22711,1,1,5,5,2,2
User22712,5,4,2,2,2,4
User22713,3,3,4,3,4,1
User22714,2,5,2,5,2,4
User22715,4,5,3,1,3,3
User22716,2,4,1,4,2,2
User22717,4,2,1,4,4,2
User22718,2,4,2,5,5,4
User22719,3,5,4,3,4,2
User22720,2,3,3,4,5,1
User22721,2,1,4,5,3,2
User22722,1,4,5,2,1,2
User22723,2,3,3,2,1,2
User22724,4,1,1,2,1,5
User22725,3,4,5,4,3,5
User22726,1,1,4,1,4,2
User22727,5,4,3,3,5,2
User22728,3,3,4,4,4,2
User22729,3,5,1,4,3,1
User22730,4,5,5,5,5,2
User22731,5,4,3,1,4,1
User22732,4,4,1,5,2,2
User22733,4,1,1,3,1,5
User22734,3,1,3,5,2,1
User22735,2,5,4,4,2,2
User22736,5,3,5,3,4,1
User22737,5,1,4,3,4,5
User22738,1,1,1,1,5,1
User22739,1,2,5,3,3,5
User22740,4,5,1,3,2,5
User22741,4,1,5,2,5,5
User22742,5,5,3,3,2,5
User22743,2,2,4,5,4,3
User22744,5,1,4,2,3,5
User22745,5,1,5,4,4,1
User22746,4,3,1,5,2,4
User22747,4,4,5,4,5,3
User22748,5,5,1,3,1,1
User22749,2,4,2,4,2,1
User22750,1,3,4,2,1,3
User22751,2,3,3,1,2,3
User22752,2,1,3,2,1,2
User22753,3,4,2,3,4,1
User22754,3,5,2,4,2,5
User22755,3,3,3,5,5,4
User22756,2,4,1,5,4,4
User22757,5,3,4,4,2,3
User22758,1,3,1,4,1,5
User22759,1,5,5,3,5,2
User22760,5,4,2,3,2,1
User22761,5,5,4,5,4,1
User22762,2,3,2,3,3,2
